ModifyMicroSwitch;edu.kit.ipd.sdq.kamp;number of modules;12
ModifyMicroSwitch;edu.kit.ipd.sdq.kamp;number of nodes;164
ModifyMicroSwitch;edu.kit.ipd.sdq.kamp;number of edges;347
ModifyMicroSwitch;edu.kit.ipd.sdq.kamp;hypergraph size;1216.881506172242
ModifyMicroSwitch;edu.kit.ipd.sdq.kamp;hypergraph complexity;1695.2834493185992
ModifyMicroSwitch;edu.kit.ipd.sdq.kamp;inter module coupling;708.010461587737
ModifyMicroSwitch;edu.kit.ipd.sdq.kamp;graph cohesion;0.004521929891143408
