Mode;Model;Resource;Metamodel;Util
Full;Regressnahme_2d59cf1b98e44fdaa2b04f3cadb46c2f.bpmn;Regressnahme_2d59cf1b98e44fdaa2b04f3cadb46c2f.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_2d59cf1b98e44fdaa2b04f3cadb46c2f.bpmn;Regressnahme_2d59cf1b98e44fdaa2b04f3cadb46c2f.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_2d5f9323966c42498422384fa7ce1242.bpmn;Regressnahme_2d5f9323966c42498422384fa7ce1242.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_2d5f9323966c42498422384fa7ce1242.bpmn;Regressnahme_2d5f9323966c42498422384fa7ce1242.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_2da8d446d5674887b25409e23457e396.bpmn;Regressnahme_2da8d446d5674887b25409e23457e396.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_2da8d446d5674887b25409e23457e396.bpmn;Regressnahme_2da8d446d5674887b25409e23457e396.bpmn;mbpmn;0.5416666666666666
Full;Regressnahme_2dec3e771a144275b491899c34ef9bed.bpmn;Regressnahme_2dec3e771a144275b491899c34ef9bed.bpmn;org.eclipse.bpmn2;0.30128205128205127
Full;Regressnahme_2dec3e771a144275b491899c34ef9bed.bpmn;Regressnahme_2dec3e771a144275b491899c34ef9bed.bpmn;mbpmn;0.5161290322580645
Full;Regressnahme_2ed2b0beabde452b95f12fb10d05dc8a.bpmn;Regressnahme_2ed2b0beabde452b95f12fb10d05dc8a.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_2ed2b0beabde452b95f12fb10d05dc8a.bpmn;Regressnahme_2ed2b0beabde452b95f12fb10d05dc8a.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_2edb6004241548d1a548059fffe850ec.bpmn;Regressnahme_2edb6004241548d1a548059fffe850ec.bpmn;org.eclipse.bpmn2;0.32051282051282054
Full;Regressnahme_2edb6004241548d1a548059fffe850ec.bpmn;Regressnahme_2edb6004241548d1a548059fffe850ec.bpmn;mbpmn;0.5368421052631579
Full;Regressnahme_2ef120ea74514f1b95473fc444fdf6e7.bpmn;Regressnahme_2ef120ea74514f1b95473fc444fdf6e7.bpmn;org.eclipse.bpmn2;0.2948717948717949
Full;Regressnahme_2ef120ea74514f1b95473fc444fdf6e7.bpmn;Regressnahme_2ef120ea74514f1b95473fc444fdf6e7.bpmn;mbpmn;0.5053763440860215
Full;Regressnahme_2f48cc7c967342c9bf065c3b51c0192a.bpmn;Regressnahme_2f48cc7c967342c9bf065c3b51c0192a.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_2f48cc7c967342c9bf065c3b51c0192a.bpmn;Regressnahme_2f48cc7c967342c9bf065c3b51c0192a.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_2f756601390246bab9a048350590d814.bpmn;Regressnahme_2f756601390246bab9a048350590d814.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_2f756601390246bab9a048350590d814.bpmn;Regressnahme_2f756601390246bab9a048350590d814.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_30285b2a0d1d4d248b0e0076e18bb1b0.bpmn;Regressnahme_30285b2a0d1d4d248b0e0076e18bb1b0.bpmn;org.eclipse.bpmn2;0.28846153846153844
Full;Regressnahme_30285b2a0d1d4d248b0e0076e18bb1b0.bpmn;Regressnahme_30285b2a0d1d4d248b0e0076e18bb1b0.bpmn;mbpmn;0.5287356321839081
Full;Regressnahme_312176d13aa34d6192facf8e32c0282f.bpmn;Regressnahme_312176d13aa34d6192facf8e32c0282f.bpmn;org.eclipse.bpmn2;0.2692307692307692
Full;Regressnahme_312176d13aa34d6192facf8e32c0282f.bpmn;Regressnahme_312176d13aa34d6192facf8e32c0282f.bpmn;mbpmn;0.4942528735632184
Full;Regressnahme_312955416b3e428997bd7266ca3a97d8.bpmn;Regressnahme_312955416b3e428997bd7266ca3a97d8.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_312955416b3e428997bd7266ca3a97d8.bpmn;Regressnahme_312955416b3e428997bd7266ca3a97d8.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_31f53f32a51d44498032cf8f54498dc2.bpmn;Regressnahme_31f53f32a51d44498032cf8f54498dc2.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_31f53f32a51d44498032cf8f54498dc2.bpmn;Regressnahme_31f53f32a51d44498032cf8f54498dc2.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_32e6d01a5f134985b51cbc384c42a74f.bpmn;Regressnahme_32e6d01a5f134985b51cbc384c42a74f.bpmn;org.eclipse.bpmn2;0.3525641025641026
Full;Regressnahme_32e6d01a5f134985b51cbc384c42a74f.bpmn;Regressnahme_32e6d01a5f134985b51cbc384c42a74f.bpmn;mbpmn;0.49557522123893805
Full;Regressnahme_3317b3adb1944a20ad7a820050d24652.bpmn;Regressnahme_3317b3adb1944a20ad7a820050d24652.bpmn;org.eclipse.bpmn2;0.3333333333333333
Full;Regressnahme_3317b3adb1944a20ad7a820050d24652.bpmn;Regressnahme_3317b3adb1944a20ad7a820050d24652.bpmn;mbpmn;0.5578947368421052
Full;Regressnahme_3394d5fb1936435e931e3e9905819a84.bpmn;Regressnahme_3394d5fb1936435e931e3e9905819a84.bpmn;org.eclipse.bpmn2;0.32051282051282054
Full;Regressnahme_3394d5fb1936435e931e3e9905819a84.bpmn;Regressnahme_3394d5fb1936435e931e3e9905819a84.bpmn;mbpmn;0.5368421052631579
Full;Regressnahme_33aba19d8d1540279839c0e2db2a8dff.bpmn;Regressnahme_33aba19d8d1540279839c0e2db2a8dff.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_33aba19d8d1540279839c0e2db2a8dff.bpmn;Regressnahme_33aba19d8d1540279839c0e2db2a8dff.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_353b7d76bb134899ae5dff44e80593a6.bpmn;Regressnahme_353b7d76bb134899ae5dff44e80593a6.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_353b7d76bb134899ae5dff44e80593a6.bpmn;Regressnahme_353b7d76bb134899ae5dff44e80593a6.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_357db07997204414ab77138bc483ea93.bpmn;Regressnahme_357db07997204414ab77138bc483ea93.bpmn;org.eclipse.bpmn2;0.27564102564102566
Full;Regressnahme_357db07997204414ab77138bc483ea93.bpmn;Regressnahme_357db07997204414ab77138bc483ea93.bpmn;mbpmn;0.5057471264367817
Full;Regressnahme_35dee52da149435a9300671c6ae6eb18.bpmn;Regressnahme_35dee52da149435a9300671c6ae6eb18.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_35dee52da149435a9300671c6ae6eb18.bpmn;Regressnahme_35dee52da149435a9300671c6ae6eb18.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_35df0492042c41cdab457ed86393bcaf.bpmn;Regressnahme_35df0492042c41cdab457ed86393bcaf.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_35df0492042c41cdab457ed86393bcaf.bpmn;Regressnahme_35df0492042c41cdab457ed86393bcaf.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_35ee120508b544388f52dda2215c5a84.bpmn;Regressnahme_35ee120508b544388f52dda2215c5a84.bpmn;org.eclipse.bpmn2;0.32051282051282054
Full;Regressnahme_35ee120508b544388f52dda2215c5a84.bpmn;Regressnahme_35ee120508b544388f52dda2215c5a84.bpmn;mbpmn;0.5483870967741935
Full;Regressnahme_3650d332238c43659d599dd134c79e97.bpmn;Regressnahme_3650d332238c43659d599dd134c79e97.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_3650d332238c43659d599dd134c79e97.bpmn;Regressnahme_3650d332238c43659d599dd134c79e97.bpmn;mbpmn;0.5473684210526316
Full;Regressnahme_366ba9bd5c7145d7ac34cf08bb420ca9.bpmn;Regressnahme_366ba9bd5c7145d7ac34cf08bb420ca9.bpmn;org.eclipse.bpmn2;0.32051282051282054
Full;Regressnahme_366ba9bd5c7145d7ac34cf08bb420ca9.bpmn;Regressnahme_366ba9bd5c7145d7ac34cf08bb420ca9.bpmn;mbpmn;0.5368421052631579
Full;Regressnahme_36ed8475933141d69fd86a87d7fcf34d.bpmn;Regressnahme_36ed8475933141d69fd86a87d7fcf34d.bpmn;org.eclipse.bpmn2;0.3333333333333333
Full;Regressnahme_36ed8475933141d69fd86a87d7fcf34d.bpmn;Regressnahme_36ed8475933141d69fd86a87d7fcf34d.bpmn;mbpmn;0.5578947368421052
Full;Regressnahme_37203bb837d34d02948ee67a6faf25c9.bpmn;Regressnahme_37203bb837d34d02948ee67a6faf25c9.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_37203bb837d34d02948ee67a6faf25c9.bpmn;Regressnahme_37203bb837d34d02948ee67a6faf25c9.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_37eabe033aa24c1d8c41685e35b81c62.bpmn;Regressnahme_37eabe033aa24c1d8c41685e35b81c62.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_37eabe033aa24c1d8c41685e35b81c62.bpmn;Regressnahme_37eabe033aa24c1d8c41685e35b81c62.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_3868b1ada89b497db716f415940bb782.bpmn;Regressnahme_3868b1ada89b497db716f415940bb782.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_3868b1ada89b497db716f415940bb782.bpmn;Regressnahme_3868b1ada89b497db716f415940bb782.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_3943c125370e434eb53d3a3d9a6107dc.bpmn;Regressnahme_3943c125370e434eb53d3a3d9a6107dc.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_3943c125370e434eb53d3a3d9a6107dc.bpmn;Regressnahme_3943c125370e434eb53d3a3d9a6107dc.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_39f0bab29918472b84a4003e023a9e70.bpmn;Regressnahme_39f0bab29918472b84a4003e023a9e70.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_39f0bab29918472b84a4003e023a9e70.bpmn;Regressnahme_39f0bab29918472b84a4003e023a9e70.bpmn;mbpmn;0.5473684210526316
Full;Regressnahme_3a29267a25fb48eaa486bd225002cd59.bpmn;Regressnahme_3a29267a25fb48eaa486bd225002cd59.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_3a29267a25fb48eaa486bd225002cd59.bpmn;Regressnahme_3a29267a25fb48eaa486bd225002cd59.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_3a7ab9bd4896443f8b9bfb310c7245bc.bpmn;Regressnahme_3a7ab9bd4896443f8b9bfb310c7245bc.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_3a7ab9bd4896443f8b9bfb310c7245bc.bpmn;Regressnahme_3a7ab9bd4896443f8b9bfb310c7245bc.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_3add4be3fbf9405ba9ae1538c049ac0a.bpmn;Regressnahme_3add4be3fbf9405ba9ae1538c049ac0a.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_3add4be3fbf9405ba9ae1538c049ac0a.bpmn;Regressnahme_3add4be3fbf9405ba9ae1538c049ac0a.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_3b47954c67dd4807aa423902f69bdbb1.bpmn;Regressnahme_3b47954c67dd4807aa423902f69bdbb1.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_3b47954c67dd4807aa423902f69bdbb1.bpmn;Regressnahme_3b47954c67dd4807aa423902f69bdbb1.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_3b6bfc7e5e0b43e89ee8e245205d61dc.bpmn;Regressnahme_3b6bfc7e5e0b43e89ee8e245205d61dc.bpmn;org.eclipse.bpmn2;0.30128205128205127
Full;Regressnahme_3b6bfc7e5e0b43e89ee8e245205d61dc.bpmn;Regressnahme_3b6bfc7e5e0b43e89ee8e245205d61dc.bpmn;mbpmn;0.5161290322580645
Full;Regressnahme_3bce6c414bcb4dc7a37e563dc1d00436.bpmn;Regressnahme_3bce6c414bcb4dc7a37e563dc1d00436.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_3bce6c414bcb4dc7a37e563dc1d00436.bpmn;Regressnahme_3bce6c414bcb4dc7a37e563dc1d00436.bpmn;mbpmn;0.5591397849462365
Full;Regressnahme_3c1d99ffc55149cea164438ad2c7fea4.bpmn;Regressnahme_3c1d99ffc55149cea164438ad2c7fea4.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_3c1d99ffc55149cea164438ad2c7fea4.bpmn;Regressnahme_3c1d99ffc55149cea164438ad2c7fea4.bpmn;mbpmn;0.5473684210526316
Full;Regressnahme_3cbad9d23a8c4823beda19652fdc78e9.bpmn;Regressnahme_3cbad9d23a8c4823beda19652fdc78e9.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_3cbad9d23a8c4823beda19652fdc78e9.bpmn;Regressnahme_3cbad9d23a8c4823beda19652fdc78e9.bpmn;mbpmn;0.5416666666666666
Full;Regressnahme_3ccd297cc09a403ea695c899bf0dd1b6.bpmn;Regressnahme_3ccd297cc09a403ea695c899bf0dd1b6.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_3ccd297cc09a403ea695c899bf0dd1b6.bpmn;Regressnahme_3ccd297cc09a403ea695c899bf0dd1b6.bpmn;mbpmn;0.5473684210526316
Full;Regressnahme_3d1ed452a79d403bacafbb7a137957ad.bpmn;Regressnahme_3d1ed452a79d403bacafbb7a137957ad.bpmn;org.eclipse.bpmn2;0.3333333333333333
Full;Regressnahme_3d1ed452a79d403bacafbb7a137957ad.bpmn;Regressnahme_3d1ed452a79d403bacafbb7a137957ad.bpmn;mbpmn;0.5578947368421052
Full;Regressnahme_3ea6775dd0974189ae8f6aa992b7ea15.bpmn;Regressnahme_3ea6775dd0974189ae8f6aa992b7ea15.bpmn;org.eclipse.bpmn2;0.30128205128205127
Full;Regressnahme_3ea6775dd0974189ae8f6aa992b7ea15.bpmn;Regressnahme_3ea6775dd0974189ae8f6aa992b7ea15.bpmn;mbpmn;0.5052631578947369
Full;Regressnahme_3f3884c4c3db4ab781e7933ba77efcdd.bpmn;Regressnahme_3f3884c4c3db4ab781e7933ba77efcdd.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_3f3884c4c3db4ab781e7933ba77efcdd.bpmn;Regressnahme_3f3884c4c3db4ab781e7933ba77efcdd.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_3f8a1eeb912c44a7915c7ca43a3a5874.bpmn;Regressnahme_3f8a1eeb912c44a7915c7ca43a3a5874.bpmn;org.eclipse.bpmn2;0.2948717948717949
Full;Regressnahme_3f8a1eeb912c44a7915c7ca43a3a5874.bpmn;Regressnahme_3f8a1eeb912c44a7915c7ca43a3a5874.bpmn;mbpmn;0.5053763440860215
Full;Regressnahme_406af9c07df14a80918bf3659387ff73.bpmn;Regressnahme_406af9c07df14a80918bf3659387ff73.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_406af9c07df14a80918bf3659387ff73.bpmn;Regressnahme_406af9c07df14a80918bf3659387ff73.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_408f89b93b2f4d8db4ef2e61007527f9.bpmn;Regressnahme_408f89b93b2f4d8db4ef2e61007527f9.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_408f89b93b2f4d8db4ef2e61007527f9.bpmn;Regressnahme_408f89b93b2f4d8db4ef2e61007527f9.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_42a3c069522a4cdf9c5e290b6d30c615.bpmn;Regressnahme_42a3c069522a4cdf9c5e290b6d30c615.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_42a3c069522a4cdf9c5e290b6d30c615.bpmn;Regressnahme_42a3c069522a4cdf9c5e290b6d30c615.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_42ced380268c46f497a88ca41cd1400f.bpmn;Regressnahme_42ced380268c46f497a88ca41cd1400f.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_42ced380268c46f497a88ca41cd1400f.bpmn;Regressnahme_42ced380268c46f497a88ca41cd1400f.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_42d03ac7d75c4eeb860b7d21c182d6f8.bpmn;Regressnahme_42d03ac7d75c4eeb860b7d21c182d6f8.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_42d03ac7d75c4eeb860b7d21c182d6f8.bpmn;Regressnahme_42d03ac7d75c4eeb860b7d21c182d6f8.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_4382f476e34d4c0e8bacb1a14038e36b.bpmn;Regressnahme_4382f476e34d4c0e8bacb1a14038e36b.bpmn;org.eclipse.bpmn2;0.3333333333333333
Full;Regressnahme_4382f476e34d4c0e8bacb1a14038e36b.bpmn;Regressnahme_4382f476e34d4c0e8bacb1a14038e36b.bpmn;mbpmn;0.5578947368421052
Full;Regressnahme_43dfeffa9bed4143935a716cbd8f05a6.bpmn;Regressnahme_43dfeffa9bed4143935a716cbd8f05a6.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_43dfeffa9bed4143935a716cbd8f05a6.bpmn;Regressnahme_43dfeffa9bed4143935a716cbd8f05a6.bpmn;mbpmn;0.5473684210526316
Full;Regressnahme_442b035aa02640b68425c4182952dc09.bpmn;Regressnahme_442b035aa02640b68425c4182952dc09.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_442b035aa02640b68425c4182952dc09.bpmn;Regressnahme_442b035aa02640b68425c4182952dc09.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_4487ae3aafe7420d9b4df5bc93705687.bpmn;Regressnahme_4487ae3aafe7420d9b4df5bc93705687.bpmn;org.eclipse.bpmn2;0.28846153846153844
Full;Regressnahme_4487ae3aafe7420d9b4df5bc93705687.bpmn;Regressnahme_4487ae3aafe7420d9b4df5bc93705687.bpmn;mbpmn;0.5287356321839081
Full;Regressnahme_44ca7294274942ca8ef0a9e662c599c5.bpmn;Regressnahme_44ca7294274942ca8ef0a9e662c599c5.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_44ca7294274942ca8ef0a9e662c599c5.bpmn;Regressnahme_44ca7294274942ca8ef0a9e662c599c5.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_44e847da56b34988be9215d858d11160.bpmn;Regressnahme_44e847da56b34988be9215d858d11160.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_44e847da56b34988be9215d858d11160.bpmn;Regressnahme_44e847da56b34988be9215d858d11160.bpmn;mbpmn;0.5444444444444444
Full;Regressnahme_45116c890d92464c834abef2701f3234.bpmn;Regressnahme_45116c890d92464c834abef2701f3234.bpmn;org.eclipse.bpmn2;0.30128205128205127
Full;Regressnahme_45116c890d92464c834abef2701f3234.bpmn;Regressnahme_45116c890d92464c834abef2701f3234.bpmn;mbpmn;0.5333333333333333
Full;Regressnahme_46277d4cd9bb4d969798145eaeca30e9.bpmn;Regressnahme_46277d4cd9bb4d969798145eaeca30e9.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_46277d4cd9bb4d969798145eaeca30e9.bpmn;Regressnahme_46277d4cd9bb4d969798145eaeca30e9.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_466fea54a61840b5afcc90cdf58d8927.bpmn;Regressnahme_466fea54a61840b5afcc90cdf58d8927.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_466fea54a61840b5afcc90cdf58d8927.bpmn;Regressnahme_466fea54a61840b5afcc90cdf58d8927.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_468e54adf176493984d83b126aab53c1.bpmn;Regressnahme_468e54adf176493984d83b126aab53c1.bpmn;org.eclipse.bpmn2;0.30128205128205127
Full;Regressnahme_468e54adf176493984d83b126aab53c1.bpmn;Regressnahme_468e54adf176493984d83b126aab53c1.bpmn;mbpmn;0.5161290322580645
Full;Regressnahme_4691ef2caaec4005ae883438713a017b.bpmn;Regressnahme_4691ef2caaec4005ae883438713a017b.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_4691ef2caaec4005ae883438713a017b.bpmn;Regressnahme_4691ef2caaec4005ae883438713a017b.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_4700111829034d00b9a062b32d2c1f7a.bpmn;Regressnahme_4700111829034d00b9a062b32d2c1f7a.bpmn;org.eclipse.bpmn2;0.32051282051282054
Full;Regressnahme_4700111829034d00b9a062b32d2c1f7a.bpmn;Regressnahme_4700111829034d00b9a062b32d2c1f7a.bpmn;mbpmn;0.5483870967741935
Full;Regressnahme_476dcb951edb40e2b485c899edc43e94.bpmn;Regressnahme_476dcb951edb40e2b485c899edc43e94.bpmn;org.eclipse.bpmn2;0.30128205128205127
Full;Regressnahme_476dcb951edb40e2b485c899edc43e94.bpmn;Regressnahme_476dcb951edb40e2b485c899edc43e94.bpmn;mbpmn;0.5161290322580645
Full;Regressnahme_479b19802fe54203a7bbeba30651936e.bpmn;Regressnahme_479b19802fe54203a7bbeba30651936e.bpmn;org.eclipse.bpmn2;0.30128205128205127
Full;Regressnahme_479b19802fe54203a7bbeba30651936e.bpmn;Regressnahme_479b19802fe54203a7bbeba30651936e.bpmn;mbpmn;0.5393258426966292
Full;Regressnahme_47c3bae8bd9a41618785089ce76f1bed.bpmn;Regressnahme_47c3bae8bd9a41618785089ce76f1bed.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_47c3bae8bd9a41618785089ce76f1bed.bpmn;Regressnahme_47c3bae8bd9a41618785089ce76f1bed.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_480d50081fb045fe85284b407762c5ff.bpmn;Regressnahme_480d50081fb045fe85284b407762c5ff.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_480d50081fb045fe85284b407762c5ff.bpmn;Regressnahme_480d50081fb045fe85284b407762c5ff.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_491aef6079e24de2a3c85dc231324de8.bpmn;Regressnahme_491aef6079e24de2a3c85dc231324de8.bpmn;org.eclipse.bpmn2;0.3269230769230769
Full;Regressnahme_491aef6079e24de2a3c85dc231324de8.bpmn;Regressnahme_491aef6079e24de2a3c85dc231324de8.bpmn;mbpmn;0.5416666666666666
Full;Regressnahme_49e03a3248ae4e5cb988c06f66c453a8.bpmn;Regressnahme_49e03a3248ae4e5cb988c06f66c453a8.bpmn;org.eclipse.bpmn2;0.30128205128205127
Full;Regressnahme_49e03a3248ae4e5cb988c06f66c453a8.bpmn;Regressnahme_49e03a3248ae4e5cb988c06f66c453a8.bpmn;mbpmn;0.5393258426966292
Full;Regressnahme_4a19ddb7a5be40159e45183e4aa93dc2.bpmn;Regressnahme_4a19ddb7a5be40159e45183e4aa93dc2.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_4a19ddb7a5be40159e45183e4aa93dc2.bpmn;Regressnahme_4a19ddb7a5be40159e45183e4aa93dc2.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_4b91518445ef4c86bc51a06fae449442.bpmn;Regressnahme_4b91518445ef4c86bc51a06fae449442.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_4b91518445ef4c86bc51a06fae449442.bpmn;Regressnahme_4b91518445ef4c86bc51a06fae449442.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_4bf58963482644f5b42d68d76e071442.bpmn;Regressnahme_4bf58963482644f5b42d68d76e071442.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_4bf58963482644f5b42d68d76e071442.bpmn;Regressnahme_4bf58963482644f5b42d68d76e071442.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_4bfb7cb1f2dd43e0a4dd3a5889fa6801.bpmn;Regressnahme_4bfb7cb1f2dd43e0a4dd3a5889fa6801.bpmn;org.eclipse.bpmn2;0.3333333333333333
Full;Regressnahme_4bfb7cb1f2dd43e0a4dd3a5889fa6801.bpmn;Regressnahme_4bfb7cb1f2dd43e0a4dd3a5889fa6801.bpmn;mbpmn;0.5520833333333334
Full;Regressnahme_4c05b787336a4fd3a39498a3975ad546.bpmn;Regressnahme_4c05b787336a4fd3a39498a3975ad546.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_4c05b787336a4fd3a39498a3975ad546.bpmn;Regressnahme_4c05b787336a4fd3a39498a3975ad546.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_4c29ed6ae4114f83a2f5312e3d8a571d.bpmn;Regressnahme_4c29ed6ae4114f83a2f5312e3d8a571d.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_4c29ed6ae4114f83a2f5312e3d8a571d.bpmn;Regressnahme_4c29ed6ae4114f83a2f5312e3d8a571d.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_4d0439a619cd4ba697d0d9c45c095238.bpmn;Regressnahme_4d0439a619cd4ba697d0d9c45c095238.bpmn;org.eclipse.bpmn2;0.2948717948717949
Full;Regressnahme_4d0439a619cd4ba697d0d9c45c095238.bpmn;Regressnahme_4d0439a619cd4ba697d0d9c45c095238.bpmn;mbpmn;0.5402298850574713
Full;Regressnahme_4d1427738b5542bfbcaeb5c1a169ceb4.bpmn;Regressnahme_4d1427738b5542bfbcaeb5c1a169ceb4.bpmn;org.eclipse.bpmn2;0.2948717948717949
Full;Regressnahme_4d1427738b5542bfbcaeb5c1a169ceb4.bpmn;Regressnahme_4d1427738b5542bfbcaeb5c1a169ceb4.bpmn;mbpmn;0.5280898876404494
Full;Regressnahme_4d1f37dc21ad47cda3df8ed136e9ed74.bpmn;Regressnahme_4d1f37dc21ad47cda3df8ed136e9ed74.bpmn;org.eclipse.bpmn2;0.28205128205128205
Full;Regressnahme_4d1f37dc21ad47cda3df8ed136e9ed74.bpmn;Regressnahme_4d1f37dc21ad47cda3df8ed136e9ed74.bpmn;mbpmn;0.5172413793103449
Full;Regressnahme_4d2a6a31159740b6badee82db59c4c5a.bpmn;Regressnahme_4d2a6a31159740b6badee82db59c4c5a.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_4d2a6a31159740b6badee82db59c4c5a.bpmn;Regressnahme_4d2a6a31159740b6badee82db59c4c5a.bpmn;mbpmn;0.5434782608695652
Full;Regressnahme_4d2e1c3e48454516ae963ab7a7827407.bpmn;Regressnahme_4d2e1c3e48454516ae963ab7a7827407.bpmn;org.eclipse.bpmn2;0.3141025641025641
Full;Regressnahme_4d2e1c3e48454516ae963ab7a7827407.bpmn;Regressnahme_4d2e1c3e48454516ae963ab7a7827407.bpmn;mbpmn;0.5376344086021505
Full;Regressnahme_4d309e23185f40b49a87c72aeb1a8245.bpmn;Regressnahme_4d309e23185f40b49a87c72aeb1a8245.bpmn;org.eclipse.bpmn2;0.3076923076923077
Full;Regressnahme_4d309e23185f40b49a87c72aeb1a8245.bpmn;Regressnahme_4d309e23185f40b49a87c72aeb1a8245.bpmn;mbpmn;0.5268817204301075
Full;Regressnahme_4de330dbd25c4fb1b65f0eb80b9b1a9b.bpmn;Regressnahme_4de330dbd25c4fb1b65f0eb80b9b1a9b.bpmn;org.eclipse.bpmn2;0.3141025641025641
