Mode;Model;Resource;Metamodel;Util
Single;activemq_acdc;ByteArrayFragmentationTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;ByteArrayFragmentationTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;ChangeSentMessageTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;ChangeSentMessageTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;ChangeSessionDeliveryModeTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;ChangeSessionDeliveryModeTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;CircularQueueTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;CircularQueueTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;CompositeConsumeTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;CompositeConsumeTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;ConfigTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;ConfigTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ConnectionAdvisorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;ConnectionAdvisorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ConnectionCleanupTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;ConnectionCleanupTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ConsumeQueuePrefetchTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;ConsumeQueuePrefetchTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;ConsumeTopicPrefetchTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;ConsumeTopicPrefetchTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;ConsumerAdvisorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;ConsumerAdvisorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ConsumerInfoReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;ConsumerInfoReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;CountStatisticTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;CountStatisticTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;CreateTemporaryQueueBeforeStartTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;CreateTemporaryQueueBeforeStartTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;CustomConnectionFactoryNameTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;CustomConnectionFactoryNameTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;DeadLetterTest.usagemodel;PCM;0.08374384236453201
Single;activemq_acdc;DeadLetterTest.usagemodel;mPCM;0.32075471698113206
Single;activemq_acdc;DestinationFilterTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;DestinationFilterTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;DestinationMapTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;DestinationMapTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;DestinationNameWithSlashTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;DestinationNameWithSlashTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;DestinationPathTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;DestinationPathTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;DiscoveryAgentTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;DiscoveryAgentTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;DurableConsumerCloseAndReconnectTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;DurableConsumerCloseAndReconnectTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;DurableSubscriptionTestSupport.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;DurableSubscriptionTestSupport.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;ExceptionListenerTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;ExceptionListenerTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;FactoryFinderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;FactoryFinderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;IdGeneratorTest.usagemodel;PCM;0.08866995073891626
Single;activemq_acdc;IdGeneratorTest.usagemodel;mPCM;0.33962264150943394
Single;activemq_acdc;InitialContextTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;InitialContextTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;JCAContainerRequestReplyTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JCAContainerRequestReplyTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JCAContainerTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;JCAContainerTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;JMSInputStreamTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;JMSInputStreamTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;JabberWireFormatTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;JabberWireFormatTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;JmsClientAckTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsClientAckTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsConnectionStartStopTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsConnectionStartStopTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsCreateConsumerInOnMessageTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsCreateConsumerInOnMessageTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsDurableSubscriptionTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsDurableSubscriptionTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsLogAppenderTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;JmsLogAppenderTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;JmsQueueTransactionTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsQueueTransactionTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsRedeliveredTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsRedeliveredTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsSendReceiveTestSupport.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsSendReceiveTestSupport.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsSessionRecoverTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsSessionRecoverTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsTempDestinationTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;JmsTempDestinationTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;JmsTopicRequestReplyTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;JmsTopicRequestReplyTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;JmsTopicRequestorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;JmsTopicRequestorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;JmsTopicSendSameMessageTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsTopicSendSameMessageTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;JmsTransactionTestSupport.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;JmsTransactionTestSupport.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;JmsXATransactionTestSupport.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;JmsXATransactionTestSupport.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;KeepAliveDaemonTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;KeepAliveDaemonTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;LargeMessageTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;LargeMessageTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;LocalTransactionCommandTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;LocalTransactionCommandTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;ManagedConnectionFactoryTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;ManagedConnectionFactoryTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;ManagedConnectionTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;ManagedConnectionTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;MemoryBoundedMessageCacheTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;MemoryBoundedMessageCacheTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;MemoryBoundedQueueTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;MemoryBoundedQueueTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;MessageAckReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;MessageAckReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;MessageContainerTestSupport.usagemodel;PCM;0.08374384236453201
Single;activemq_acdc;MessageContainerTestSupport.usagemodel;mPCM;0.32075471698113206
Single;activemq_acdc;MessageEndpointProxyTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;MessageEndpointProxyTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;MessageStoreTestSupport.usagemodel;PCM;0.08866995073891626
Single;activemq_acdc;MessageStoreTestSupport.usagemodel;mPCM;0.33962264150943394
Single;activemq_acdc;MultiExpressionEvaluatorTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;MultiExpressionEvaluatorTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;MulticastDiscoveryTransportChannelTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;MulticastDiscoveryTransportChannelTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;OrderTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;OrderTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;PackageFacadeTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;PackageFacadeTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;PacketTestSupport.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;PacketTestSupport.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;ParserTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;ParserTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;PeerTransportTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;PeerTransportTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;PersistenceAdapterTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;PersistenceAdapterTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ProducerAdvisorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;ProducerAdvisorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ProducerInfoReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;ProducerInfoReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;PropertiesConfigLoaderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;PropertiesConfigLoaderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;QueueBrokerTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;QueueBrokerTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;QueueDuplicatesTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;QueueDuplicatesTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;QueueListTestSupport.usagemodel;PCM;0.08866995073891626
Single;activemq_acdc;QueueListTestSupport.usagemodel;mPCM;0.33962264150943394
Single;activemq_acdc;RESTLoadTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;RESTLoadTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;RangeStatisticTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;RangeStatisticTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ReceiptReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;ReceiptReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;ReliableReconnectTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;ReliableReconnectTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ReliableTransportChannelFactoryTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;ReliableTransportChannelFactoryTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;RemoteTransportTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;RemoteTransportTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;ResourceAdapterTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;ResourceAdapterTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;SelectorParserTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;SelectorParserTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;SelectorTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;SelectorTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;SendReceiveTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;SendReceiveTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;SimpleTopicBrokerTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;SimpleTopicBrokerTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;SpringTemplateAndJCAWithEmbeddedBrokerTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;SpringTemplateAndJCAWithEmbeddedBrokerTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;SpringTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;SpringTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;StartAndStopBrokerTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;StartAndStopBrokerTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;SubscribeClosePublishThenConsumeTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;SubscribeClosePublishThenConsumeTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;TempDestinationAdvisorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;TempDestinationAdvisorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;TimeStatisticTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;TimeStatisticTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;TopicBrokerTest.usagemodel;PCM;0.08374384236453201
Single;activemq_acdc;TopicBrokerTest.usagemodel;mPCM;0.32075471698113206
Single;activemq_acdc;TopicClusterTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;TopicClusterTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;TopicMessageStoreTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;TopicMessageStoreTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;TopicRedeliverTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;TopicRedeliverTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;TransactionInfoReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;TransactionInfoReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;TransactionTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;TransactionTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;TransportChannelProviderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;TransportChannelProviderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;TransportChannelTestSupport.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;TransportChannelTestSupport.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;URIConverterTest.usagemodel;PCM;0.06896551724137931
Single;activemq_acdc;URIConverterTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_acdc;URIHelperTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;URIHelperTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;UdpTransportChannelTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;UdpTransportChannelTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;UriParseTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;UriParseTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;WireFormatLoaderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;WireFormatLoaderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;WireFormatTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;WireFormatTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;XATransactionCommandTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;XATransactionCommandTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;XATransactionInfoReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_acdc;XATransactionInfoReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_acdc;XATransactionTest.usagemodel;PCM;0.06403940886699508
Single;activemq_acdc;XATransactionTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_acdc;XStreamWireFormatTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;XStreamWireFormatTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;ZeroconfDiscoveryTest.usagemodel;PCM;0.07389162561576355
Single;activemq_acdc;ZeroconfDiscoveryTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_acdc;activemq-3.0_acdc_clustered.repository;PCM;0.22167487684729065
Single;activemq_acdc;activemq-3.0_acdc_clustered.repository;mPCM;0.4375
Single;activemq_acdc;activemq-3.0_acdc_clustered.system;PCM;0.08866995073891626
Single;activemq_acdc;activemq-3.0_acdc_clustered.system;mPCM;0.4090909090909091
Full;activemq_arc;AcidTestTool.usagemodel ActiveMQActivationSpecTest.usagemodel ActiveMQAsfEndpointWorkerTest.usagemodel ActiveMQBytesMessageReaderTest.usagemodel ActiveMQBytesMessageTest.usagemodel ActiveMQDestinationTest.usagemodel ActiveMQInitialContextFactoryTest.usagemodel ActiveMQMapMessageReaderTest.usagemodel ActiveMQMapMessageTest.usagemodel ActiveMQMessageAuditTest.usagemodel ActiveMQMessageReaderTest.usagemodel ActiveMQMessageTest.usagemodel ActiveMQObjectMessageReaderTest.usagemodel ActiveMQObjectMessageTest.usagemodel ActiveMQResourceAdapterJavaBeanEqualityTest.usagemodel ActiveMQStreamMessageReaderTest.usagemodel ActiveMQStreamMessageTest.usagemodel ActiveMQTextMessageReaderTest.usagemodel ActiveMQTextMessageTest.usagemodel ActiveMQXidTest.usagemodel AdminObjectTest.usagemodel AdvisorySupportTest.usagemodel AsyncProxyTest.usagemodel AvailableConsumerTest.usagemodel BasicCapacityMonitorTest.usagemodel BecksNetworkTest.usagemodel BitArrayBinTest.usagemodel BitArrayTest.usagemodel BoundaryStatisticTest.usagemodel BoundedRangeStatisticTest.usagemodel BrokerAdminCommandsTest.usagemodel BrokerAdminTest.usagemodel ByteArrayCompressionTest.usagemodel ByteArrayFragmentationTest.usagemodel ChangeSentMessageTest.usagemodel ChangeSessionDeliveryModeTest.usagemodel CircularQueueTest.usagemodel CompositeConsumeTest.usagemodel ConfigTest.usagemodel ConnectionAdvisorTest.usagemodel ConnectionCleanupTest.usagemodel ConsumeQueuePrefetchTest.usagemodel ConsumeTopicPrefetchTest.usagemodel ConsumerAdvisorTest.usagemodel ConsumerInfoReaderTest.usagemodel CountStatisticTest.usagemodel CreateTemporaryQueueBeforeStartTest.usagemodel CustomConnectionFactoryNameTest.usagemodel DeadLetterTest.usagemodel DestinationFilterTest.usagemodel DestinationMapTest.usagemodel DestinationNameWithSlashTest.usagemodel DestinationPathTest.usagemodel DiscoveryAgentTestSupport.usagemodel DurableConsumerCloseAndReconnectTest.usagemodel DurableSubscriptionTestSupport.usagemodel ExceptionListenerTest.usagemodel FactoryFinderTest.usagemodel IdGeneratorTest.usagemodel InitialContextTest.usagemodel JCAContainerRequestReplyTest.usagemodel JCAContainerTest.usagemodel JMSInputStreamTest.usagemodel JabberWireFormatTest.usagemodel JmsClientAckTest.usagemodel JmsConnectionStartStopTest.usagemodel JmsCreateConsumerInOnMessageTest.usagemodel JmsDurableSubscriptionTest.usagemodel JmsLogAppenderTest.usagemodel JmsQueueTransactionTest.usagemodel JmsRedeliveredTest.usagemodel JmsSendReceiveTestSupport.usagemodel JmsSessionRecoverTest.usagemodel JmsTempDestinationTest.usagemodel JmsTopicRequestReplyTest.usagemodel JmsTopicRequestorTest.usagemodel JmsTopicSendSameMessageTest.usagemodel JmsTransactionTestSupport.usagemodel JmsXATransactionTestSupport.usagemodel KeepAliveDaemonTest.usagemodel LargeMessageTestSupport.usagemodel LocalTransactionCommandTest.usagemodel ManagedConnectionFactoryTest.usagemodel ManagedConnectionTest.usagemodel MemoryBoundedMessageCacheTest.usagemodel MemoryBoundedQueueTest.usagemodel MessageAckReaderTest.usagemodel MessageContainerTestSupport.usagemodel MessageEndpointProxyTest.usagemodel MessageStoreTestSupport.usagemodel MultiExpressionEvaluatorTest.usagemodel MulticastDiscoveryTransportChannelTest.usagemodel OrderTest.usagemodel PackageFacadeTest.usagemodel PacketTestSupport.usagemodel ParserTest.usagemodel PeerTransportTest.usagemodel PersistenceAdapterTest.usagemodel ProducerAdvisorTest.usagemodel ProducerInfoReaderTest.usagemodel PropertiesConfigLoaderTest.usagemodel QueueBrokerTest.usagemodel QueueDuplicatesTest.usagemodel QueueListTestSupport.usagemodel RESTLoadTest.usagemodel RangeStatisticTest.usagemodel ReceiptReaderTest.usagemodel ReliableReconnectTest.usagemodel ReliableTransportChannelFactoryTest.usagemodel RemoteTransportTest.usagemodel ResourceAdapterTest.usagemodel SelectorParserTest.usagemodel SelectorTest.usagemodel SendReceiveTest.usagemodel SimpleTopicBrokerTest.usagemodel SpringTemplateAndJCAWithEmbeddedBrokerTest.usagemodel SpringTest.usagemodel StartAndStopBrokerTest.usagemodel SubscribeClosePublishThenConsumeTest.usagemodel TempDestinationAdvisorTest.usagemodel TimeStatisticTest.usagemodel TopicBrokerTest.usagemodel TopicClusterTest.usagemodel TopicMessageStoreTestSupport.usagemodel TopicRedeliverTest.usagemodel TransactionInfoReaderTest.usagemodel TransactionTest.usagemodel TransportChannelProviderTest.usagemodel TransportChannelTestSupport.usagemodel URIConverterTest.usagemodel URIHelperTest.usagemodel UdpTransportChannelTest.usagemodel UriParseTest.usagemodel WireFormatLoaderTest.usagemodel WireFormatTestSupport.usagemodel XATransactionCommandTest.usagemodel XATransactionInfoReaderTest.usagemodel XATransactionTest.usagemodel XStreamWireFormatTest.usagemodel ZeroconfDiscoveryTest.usagemodel activemq-3.0_340_topics_116_arc_clusters.repository activemq-3.0_340_topics_116_arc_clusters.system;PCM;0.3251231527093596
