Mode;Model;Resource;Metamodel;Util
Full;activemq_arc;AcidTestTool.usagemodel ActiveMQActivationSpecTest.usagemodel ActiveMQAsfEndpointWorkerTest.usagemodel ActiveMQBytesMessageReaderTest.usagemodel ActiveMQBytesMessageTest.usagemodel ActiveMQDestinationTest.usagemodel ActiveMQInitialContextFactoryTest.usagemodel ActiveMQMapMessageReaderTest.usagemodel ActiveMQMapMessageTest.usagemodel ActiveMQMessageAuditTest.usagemodel ActiveMQMessageReaderTest.usagemodel ActiveMQMessageTest.usagemodel ActiveMQObjectMessageReaderTest.usagemodel ActiveMQObjectMessageTest.usagemodel ActiveMQResourceAdapterJavaBeanEqualityTest.usagemodel ActiveMQStreamMessageReaderTest.usagemodel ActiveMQStreamMessageTest.usagemodel ActiveMQTextMessageReaderTest.usagemodel ActiveMQTextMessageTest.usagemodel ActiveMQXidTest.usagemodel AdminObjectTest.usagemodel AdvisorySupportTest.usagemodel AsyncProxyTest.usagemodel AvailableConsumerTest.usagemodel BasicCapacityMonitorTest.usagemodel BecksNetworkTest.usagemodel BitArrayBinTest.usagemodel BitArrayTest.usagemodel BoundaryStatisticTest.usagemodel BoundedRangeStatisticTest.usagemodel BrokerAdminCommandsTest.usagemodel BrokerAdminTest.usagemodel ByteArrayCompressionTest.usagemodel ByteArrayFragmentationTest.usagemodel ChangeSentMessageTest.usagemodel ChangeSessionDeliveryModeTest.usagemodel CircularQueueTest.usagemodel CompositeConsumeTest.usagemodel ConfigTest.usagemodel ConnectionAdvisorTest.usagemodel ConnectionCleanupTest.usagemodel ConsumeQueuePrefetchTest.usagemodel ConsumeTopicPrefetchTest.usagemodel ConsumerAdvisorTest.usagemodel ConsumerInfoReaderTest.usagemodel CountStatisticTest.usagemodel CreateTemporaryQueueBeforeStartTest.usagemodel CustomConnectionFactoryNameTest.usagemodel DeadLetterTest.usagemodel DestinationFilterTest.usagemodel DestinationMapTest.usagemodel DestinationNameWithSlashTest.usagemodel DestinationPathTest.usagemodel DiscoveryAgentTestSupport.usagemodel DurableConsumerCloseAndReconnectTest.usagemodel DurableSubscriptionTestSupport.usagemodel ExceptionListenerTest.usagemodel FactoryFinderTest.usagemodel IdGeneratorTest.usagemodel InitialContextTest.usagemodel JCAContainerRequestReplyTest.usagemodel JCAContainerTest.usagemodel JMSInputStreamTest.usagemodel JabberWireFormatTest.usagemodel JmsClientAckTest.usagemodel JmsConnectionStartStopTest.usagemodel JmsCreateConsumerInOnMessageTest.usagemodel JmsDurableSubscriptionTest.usagemodel JmsLogAppenderTest.usagemodel JmsQueueTransactionTest.usagemodel JmsRedeliveredTest.usagemodel JmsSendReceiveTestSupport.usagemodel JmsSessionRecoverTest.usagemodel JmsTempDestinationTest.usagemodel JmsTopicRequestReplyTest.usagemodel JmsTopicRequestorTest.usagemodel JmsTopicSendSameMessageTest.usagemodel JmsTransactionTestSupport.usagemodel JmsXATransactionTestSupport.usagemodel KeepAliveDaemonTest.usagemodel LargeMessageTestSupport.usagemodel LocalTransactionCommandTest.usagemodel ManagedConnectionFactoryTest.usagemodel ManagedConnectionTest.usagemodel MemoryBoundedMessageCacheTest.usagemodel MemoryBoundedQueueTest.usagemodel MessageAckReaderTest.usagemodel MessageContainerTestSupport.usagemodel MessageEndpointProxyTest.usagemodel MessageStoreTestSupport.usagemodel MultiExpressionEvaluatorTest.usagemodel MulticastDiscoveryTransportChannelTest.usagemodel OrderTest.usagemodel PackageFacadeTest.usagemodel PacketTestSupport.usagemodel ParserTest.usagemodel PeerTransportTest.usagemodel PersistenceAdapterTest.usagemodel ProducerAdvisorTest.usagemodel ProducerInfoReaderTest.usagemodel PropertiesConfigLoaderTest.usagemodel QueueBrokerTest.usagemodel QueueDuplicatesTest.usagemodel QueueListTestSupport.usagemodel RESTLoadTest.usagemodel RangeStatisticTest.usagemodel ReceiptReaderTest.usagemodel ReliableReconnectTest.usagemodel ReliableTransportChannelFactoryTest.usagemodel RemoteTransportTest.usagemodel ResourceAdapterTest.usagemodel SelectorParserTest.usagemodel SelectorTest.usagemodel SendReceiveTest.usagemodel SimpleTopicBrokerTest.usagemodel SpringTemplateAndJCAWithEmbeddedBrokerTest.usagemodel SpringTest.usagemodel StartAndStopBrokerTest.usagemodel SubscribeClosePublishThenConsumeTest.usagemodel TempDestinationAdvisorTest.usagemodel TimeStatisticTest.usagemodel TopicBrokerTest.usagemodel TopicClusterTest.usagemodel TopicMessageStoreTestSupport.usagemodel TopicRedeliverTest.usagemodel TransactionInfoReaderTest.usagemodel TransactionTest.usagemodel TransportChannelProviderTest.usagemodel TransportChannelTestSupport.usagemodel URIConverterTest.usagemodel URIHelperTest.usagemodel UdpTransportChannelTest.usagemodel UriParseTest.usagemodel WireFormatLoaderTest.usagemodel WireFormatTestSupport.usagemodel XATransactionCommandTest.usagemodel XATransactionInfoReaderTest.usagemodel XATransactionTest.usagemodel XStreamWireFormatTest.usagemodel ZeroconfDiscoveryTest.usagemodel activemq-3.0_340_topics_116_arc_clusters.repository activemq-3.0_340_topics_116_arc_clusters.system;mPCM;0.5203252032520326
Single;activemq_arc;AcidTestTool.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;AcidTestTool.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQActivationSpecTest.usagemodel;PCM;0.08374384236453201
Single;activemq_arc;ActiveMQActivationSpecTest.usagemodel;mPCM;0.32075471698113206
Single;activemq_arc;ActiveMQAsfEndpointWorkerTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;ActiveMQAsfEndpointWorkerTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;ActiveMQBytesMessageReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ActiveMQBytesMessageReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQBytesMessageTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ActiveMQBytesMessageTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQDestinationTest.usagemodel;PCM;0.08374384236453201
Single;activemq_arc;ActiveMQDestinationTest.usagemodel;mPCM;0.32075471698113206
Single;activemq_arc;ActiveMQInitialContextFactoryTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ActiveMQInitialContextFactoryTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ActiveMQMapMessageReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ActiveMQMapMessageReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQMapMessageTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ActiveMQMapMessageTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ActiveMQMessageAuditTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ActiveMQMessageAuditTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQMessageReaderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ActiveMQMessageReaderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ActiveMQMessageTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ActiveMQMessageTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQObjectMessageReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ActiveMQObjectMessageReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQObjectMessageTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ActiveMQObjectMessageTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ActiveMQResourceAdapterJavaBeanEqualityTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;ActiveMQResourceAdapterJavaBeanEqualityTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;ActiveMQStreamMessageReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ActiveMQStreamMessageReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQStreamMessageTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ActiveMQStreamMessageTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ActiveMQTextMessageReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ActiveMQTextMessageReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ActiveMQTextMessageTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ActiveMQTextMessageTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ActiveMQXidTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ActiveMQXidTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;AdminObjectTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;AdminObjectTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;AdvisorySupportTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;AdvisorySupportTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;AsyncProxyTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;AsyncProxyTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;AvailableConsumerTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;AvailableConsumerTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;BasicCapacityMonitorTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;BasicCapacityMonitorTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;BecksNetworkTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;BecksNetworkTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;BitArrayBinTest.usagemodel;PCM;0.08866995073891626
Single;activemq_arc;BitArrayBinTest.usagemodel;mPCM;0.33962264150943394
Single;activemq_arc;BitArrayTest.usagemodel;PCM;0.08866995073891626
Single;activemq_arc;BitArrayTest.usagemodel;mPCM;0.33962264150943394
Single;activemq_arc;BoundaryStatisticTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;BoundaryStatisticTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;BoundedRangeStatisticTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;BoundedRangeStatisticTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;BrokerAdminCommandsTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;BrokerAdminCommandsTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;BrokerAdminTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;BrokerAdminTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ByteArrayCompressionTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ByteArrayCompressionTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ByteArrayFragmentationTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ByteArrayFragmentationTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ChangeSentMessageTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;ChangeSentMessageTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;ChangeSessionDeliveryModeTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;ChangeSessionDeliveryModeTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;CircularQueueTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;CircularQueueTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;CompositeConsumeTest.usagemodel;PCM;0.08374384236453201
Single;activemq_arc;CompositeConsumeTest.usagemodel;mPCM;0.32075471698113206
Single;activemq_arc;ConfigTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ConfigTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ConnectionAdvisorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ConnectionAdvisorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ConnectionCleanupTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ConnectionCleanupTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ConsumeQueuePrefetchTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;ConsumeQueuePrefetchTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;ConsumeTopicPrefetchTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;ConsumeTopicPrefetchTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;ConsumerAdvisorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ConsumerAdvisorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ConsumerInfoReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ConsumerInfoReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;CountStatisticTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;CountStatisticTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;CreateTemporaryQueueBeforeStartTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;CreateTemporaryQueueBeforeStartTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;CustomConnectionFactoryNameTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;CustomConnectionFactoryNameTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;DeadLetterTest.usagemodel;PCM;0.08374384236453201
Single;activemq_arc;DeadLetterTest.usagemodel;mPCM;0.32075471698113206
Single;activemq_arc;DestinationFilterTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;DestinationFilterTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;DestinationMapTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;DestinationMapTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;DestinationNameWithSlashTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;DestinationNameWithSlashTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;DestinationPathTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;DestinationPathTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;DiscoveryAgentTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;DiscoveryAgentTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;DurableConsumerCloseAndReconnectTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;DurableConsumerCloseAndReconnectTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;DurableSubscriptionTestSupport.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;DurableSubscriptionTestSupport.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;ExceptionListenerTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;ExceptionListenerTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;FactoryFinderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;FactoryFinderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;IdGeneratorTest.usagemodel;PCM;0.08866995073891626
Single;activemq_arc;IdGeneratorTest.usagemodel;mPCM;0.33962264150943394
Single;activemq_arc;InitialContextTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;InitialContextTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;JCAContainerRequestReplyTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;JCAContainerRequestReplyTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;JCAContainerTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;JCAContainerTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;JMSInputStreamTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;JMSInputStreamTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;JabberWireFormatTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;JabberWireFormatTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;JmsClientAckTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;JmsClientAckTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;JmsConnectionStartStopTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;JmsConnectionStartStopTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;JmsCreateConsumerInOnMessageTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;JmsCreateConsumerInOnMessageTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;JmsDurableSubscriptionTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;JmsDurableSubscriptionTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;JmsLogAppenderTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;JmsLogAppenderTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;JmsQueueTransactionTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;JmsQueueTransactionTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;JmsRedeliveredTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;JmsRedeliveredTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;JmsSendReceiveTestSupport.usagemodel;PCM;0.08374384236453201
Single;activemq_arc;JmsSendReceiveTestSupport.usagemodel;mPCM;0.32075471698113206
Single;activemq_arc;JmsSessionRecoverTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;JmsSessionRecoverTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;JmsTempDestinationTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;JmsTempDestinationTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;JmsTopicRequestReplyTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;JmsTopicRequestReplyTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;JmsTopicRequestorTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;JmsTopicRequestorTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;JmsTopicSendSameMessageTest.usagemodel;PCM;0.08374384236453201
Single;activemq_arc;JmsTopicSendSameMessageTest.usagemodel;mPCM;0.32075471698113206
Single;activemq_arc;JmsTransactionTestSupport.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;JmsTransactionTestSupport.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;JmsXATransactionTestSupport.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;JmsXATransactionTestSupport.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;KeepAliveDaemonTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;KeepAliveDaemonTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;LargeMessageTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;LargeMessageTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;LocalTransactionCommandTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;LocalTransactionCommandTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;ManagedConnectionFactoryTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;ManagedConnectionFactoryTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;ManagedConnectionTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;ManagedConnectionTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;MemoryBoundedMessageCacheTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;MemoryBoundedMessageCacheTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;MemoryBoundedQueueTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;MemoryBoundedQueueTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;MessageAckReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;MessageAckReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;MessageContainerTestSupport.usagemodel;PCM;0.08374384236453201
Single;activemq_arc;MessageContainerTestSupport.usagemodel;mPCM;0.32075471698113206
Single;activemq_arc;MessageEndpointProxyTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;MessageEndpointProxyTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;MessageStoreTestSupport.usagemodel;PCM;0.08866995073891626
Single;activemq_arc;MessageStoreTestSupport.usagemodel;mPCM;0.33962264150943394
Single;activemq_arc;MultiExpressionEvaluatorTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;MultiExpressionEvaluatorTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;MulticastDiscoveryTransportChannelTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;MulticastDiscoveryTransportChannelTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;OrderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;OrderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;PackageFacadeTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;PackageFacadeTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;PacketTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;PacketTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ParserTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;ParserTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;PeerTransportTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;PeerTransportTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;PersistenceAdapterTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;PersistenceAdapterTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ProducerAdvisorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ProducerAdvisorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ProducerInfoReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ProducerInfoReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;PropertiesConfigLoaderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;PropertiesConfigLoaderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;QueueBrokerTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;QueueBrokerTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;QueueDuplicatesTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;QueueDuplicatesTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;QueueListTestSupport.usagemodel;PCM;0.08866995073891626
Single;activemq_arc;QueueListTestSupport.usagemodel;mPCM;0.33962264150943394
Single;activemq_arc;RESTLoadTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;RESTLoadTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;RangeStatisticTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;RangeStatisticTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ReceiptReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;ReceiptReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;ReliableReconnectTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ReliableReconnectTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;ReliableTransportChannelFactoryTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;ReliableTransportChannelFactoryTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;RemoteTransportTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;RemoteTransportTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;ResourceAdapterTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;ResourceAdapterTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;SelectorParserTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;SelectorParserTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;SelectorTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;SelectorTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;SendReceiveTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;SendReceiveTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;SimpleTopicBrokerTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;SimpleTopicBrokerTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;SpringTemplateAndJCAWithEmbeddedBrokerTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;SpringTemplateAndJCAWithEmbeddedBrokerTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;SpringTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;SpringTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;StartAndStopBrokerTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;StartAndStopBrokerTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;SubscribeClosePublishThenConsumeTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;SubscribeClosePublishThenConsumeTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;TempDestinationAdvisorTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;TempDestinationAdvisorTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;TimeStatisticTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;TimeStatisticTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;TopicBrokerTest.usagemodel;PCM;0.08374384236453201
Single;activemq_arc;TopicBrokerTest.usagemodel;mPCM;0.32075471698113206
Single;activemq_arc;TopicClusterTest.usagemodel;PCM;0.06896551724137931
Single;activemq_arc;TopicClusterTest.usagemodel;mPCM;0.2641509433962264
Single;activemq_arc;TopicMessageStoreTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;TopicMessageStoreTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;TopicRedeliverTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;TopicRedeliverTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;TransactionInfoReaderTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;TransactionInfoReaderTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;TransactionTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;TransactionTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;TransportChannelProviderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;TransportChannelProviderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;TransportChannelTestSupport.usagemodel;PCM;0.08866995073891626
Single;activemq_arc;TransportChannelTestSupport.usagemodel;mPCM;0.33962264150943394
Single;activemq_arc;URIConverterTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;URIConverterTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;URIHelperTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;URIHelperTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;UdpTransportChannelTest.usagemodel;PCM;0.06403940886699508
Single;activemq_arc;UdpTransportChannelTest.usagemodel;mPCM;0.24528301886792453
Single;activemq_arc;UriParseTest.usagemodel;PCM;0.07881773399014778
Single;activemq_arc;UriParseTest.usagemodel;mPCM;0.3018867924528302
Single;activemq_arc;WireFormatLoaderTest.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;WireFormatLoaderTest.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;WireFormatTestSupport.usagemodel;PCM;0.07389162561576355
Single;activemq_arc;WireFormatTestSupport.usagemodel;mPCM;0.2830188679245283
Single;activemq_arc;XATransactionCommandTest.usagemodel;PCM;0.06403940886699508
